planning_area,subzone,poi_dimension,review_count,avg_review_rating,noise_positive_mentions,noise_negative_mentions,crowding_positive_mentions,crowding_negative_mentions,cleanliness_positive_mentions,cleanliness_negative_mentions,safety_positive_mentions,safety_negative_mentions,convenience_positive_mentions,convenience_negative_mentions,price_positive_mentions,price_negative_mentions,representative_reviews,noise_net_mentions,crowding_net_mentions,cleanliness_net_mentions,safety_net_mentions,convenience_net_mentions,price_net_mentions
Pasir Ris,Pasir Ris Central,recreation,10,3.2,0,0,0,1,0,1,0,0,0,0,1,0,"The space is not well plan. The table tennis area is very hot. They need to have renovation to bring the live back. It is unhealthy to let people want to play sport to enter to thi... || Re – Pasir Ris Sports Centre Like? - facilities – { thumbs up ! } ActiveSG App - lots of features – bookings, etc. - but, but This pic was on Monday 12 Jan2026. With no similar ann... || Horribly maintained gymnasium. Small and dusty/dirty. Air conditioning mostly spoilt, using air blowers to regulate air, giving off a very musty/sweaty/dusty/stuffy environment. Fe...",0,-1,-1,0,0,1
Pasir Ris,Pasir Ris Central,nature,10,4.5,7,0,0,0,0,0,0,0,6,0,0,0,"Pasir Ris Town Park, which serves as a wonderful recreational hub for the community. The park centers around a large marine fishing pond, making it an ideal destination for anglers... || This is a beautiful park along the sea shore, accessible from the Pasir Ris MRT Station. There are lots of trees and you can see the occasional ships passing by. There are lots of ... || (Oops. What I meant Pasir ris park.) I love to go out and see the sky with colorful shades of orange and yellow at the dawn in this area. The scenery of this place varies depending...",7,0,0,0,6,0
Pasir Ris,Pasir Ris Drive,education,10,4.3,2,2,2,0,2,0,0,0,1,0,0,0,"My son recently joined the centre, and I am so glad to see how much he enjoys his time there! Initially, he was very resistant to the idea of attending a student care centre and pr... || highly recommend MindSpace at Pasir Ris! The learning environment is wonderful—bright, clean, spacious, and highly conducive to focusing. What truly sets this center apart, though,... || Many parents, including myself, may initially be skeptical about the value MindSpace can provide given its high school fees. I too had reservations, especially considering that the...",0,2,2,0,1,0
Pasir Ris,Pasir Ris Drive,transport,10,3.9,1,0,1,1,4,0,0,1,4,0,0,0,"The newly opened Pasir Ris Bus Interchange is a great transport hub offering quick access to the mall and MRT station. It boasts excellent facilities and conveniences, including a ... || Fully air-conditioned bus interchange with shops, similar to Toa Payoh Bus Interchange. Lets dive in! Newly opened bus interchange in Pasir Ris connected to Pasir Ris Mall. This is... || New bus interchange fully air conditioned But still need to open the main link to mrt n interchange Current exit gate 3 is not ok if heavy rain or raining or sunny shelter is missi...",1,0,4,-1,4,0
Pasir Ris,Pasir Ris Drive,food,10,4.3,1,0,1,1,1,0,0,0,0,0,2,1,"Many stalls are closed or not rented out.. those that stays open have pretty good standard and choice available. The hawker is airy and face a park, it’s windy and very serene in t... || Special mention to the gourmet mixed rice at level 1! Couple running the stall is very generous and nice, food is perfect for my palate (not too oily, spicy or salty)! Feels quite ... || Sad place. Every other stall is up for rent. Some of the stalls with great reviews didn’t survive. At 7.30pm on a Friday night, the place is empty except 1 or 2 stalls with good re...",1,0,1,0,0,1
Pasir Ris,Pasir Ris Drive,shopping,10,3.5,1,0,0,2,0,0,0,0,4,0,0,0,"Level B1 : rating 6/10 (NTUC + a few Pharmacies + eateries) Level 1 : rating 5/10 (OCBC Bank, Macdonald, KFC) Level 2 : rating 3/10 (nothing interesting) Level 3 : rating 5/10 (DBS... || My go-to neighbourhood mall whenever I need to get my errands done—super convenient and has pretty much everything I need in one place. I especially love the public library there, ... || The first shopping centre at Pasir Ris .It still holds that familiar charm with many of the old tenants still there. As it is just next to the mrt station, it remains an important ...",1,-2,0,0,4,0
Pasir Ris,Pasir Ris Drive,recreation,10,3.2,0,0,0,1,0,1,0,0,0,0,1,0,"The space is not well plan. The table tennis area is very hot. They need to have renovation to bring the live back. It is unhealthy to let people want to play sport to enter to thi... || Re – Pasir Ris Sports Centre Like? - facilities – { thumbs up ! } ActiveSG App - lots of features – bookings, etc. - but, but This pic was on Monday 12 Jan2026. With no similar ann... || Horribly maintained gymnasium. Small and dusty/dirty. Air conditioning mostly spoilt, using air blowers to regulate air, giving off a very musty/sweaty/dusty/stuffy environment. Fe...",0,-1,-1,0,0,1
Pasir Ris,Pasir Ris Drive,nature,10,4.5,7,0,0,0,0,0,0,0,6,0,0,0,"Pasir Ris Town Park, which serves as a wonderful recreational hub for the community. The park centers around a large marine fishing pond, making it an ideal destination for anglers... || This is a beautiful park along the sea shore, accessible from the Pasir Ris MRT Station. There are lots of trees and you can see the occasional ships passing by. There are lots of ... || (Oops. What I meant Pasir ris park.) I love to go out and see the sky with colorful shades of orange and yellow at the dawn in this area. The scenery of this place varies depending...",7,0,0,0,6,0
Pasir Ris,Pasir Ris Park,education,10,4.3,2,2,2,0,2,0,0,0,1,0,0,0,"My son recently joined the centre, and I am so glad to see how much he enjoys his time there! Initially, he was very resistant to the idea of attending a student care centre and pr... || highly recommend MindSpace at Pasir Ris! The learning environment is wonderful—bright, clean, spacious, and highly conducive to focusing. What truly sets this center apart, though,... || Many parents, including myself, may initially be skeptical about the value MindSpace can provide given its high school fees. I too had reservations, especially considering that the...",0,2,2,0,1,0
Pasir Ris,Pasir Ris Park,transport,10,4.5,3,0,1,0,4,0,0,1,6,0,0,0,"Pasir Ris Town Park, which serves as a wonderful recreational hub for the community. The park centers around a large marine fishing pond, making it an ideal destination for anglers... || This is a beautiful park along the sea shore, accessible from the Pasir Ris MRT Station. There are lots of trees and you can see the occasional ships passing by. There are lots of ... || (Oops. What I meant Pasir ris park.) I love to go out and see the sky with colorful shades of orange and yellow at the dawn in this area. The scenery of this place varies depending...",3,1,4,-1,6,0
Pasir Ris,Pasir Ris Park,food,10,4.3,1,0,1,1,1,0,0,0,0,0,2,1,"Many stalls are closed or not rented out.. those that stays open have pretty good standard and choice available. The hawker is airy and face a park, it’s windy and very serene in t... || Special mention to the gourmet mixed rice at level 1! Couple running the stall is very generous and nice, food is perfect for my palate (not too oily, spicy or salty)! Feels quite ... || Sad place. Every other stall is up for rent. Some of the stalls with great reviews didn’t survive. At 7.30pm on a Friday night, the place is empty except 1 or 2 stalls with good re...",1,0,1,0,0,1
Pasir Ris,Pasir Ris Park,shopping,10,3.5,1,0,0,2,0,0,0,0,4,0,0,0,"Level B1 : rating 6/10 (NTUC + a few Pharmacies + eateries) Level 1 : rating 5/10 (OCBC Bank, Macdonald, KFC) Level 2 : rating 3/10 (nothing interesting) Level 3 : rating 5/10 (DBS... || My go-to neighbourhood mall whenever I need to get my errands done—super convenient and has pretty much everything I need in one place. I especially love the public library there, ... || The first shopping centre at Pasir Ris .It still holds that familiar charm with many of the old tenants still there. As it is just next to the mrt station, it remains an important ...",1,-2,0,0,4,0
Pasir Ris,Pasir Ris Park,recreation,10,4.1,0,0,0,3,0,0,0,0,2,0,0,0,"Came here for a toastmasters meeting. Great facilities and ambiance. It looks like an engaging and well operated community Center. || Thank you Veronica for helping me to settle the Singpass matters. Also Karen too for your help re the SG seniors vouchers. These are 2 beautiful, kind n patient souls! || Has a sheltered basketball court that is used for everything except basketball. Ring is missing on one side of the court. Had so much potential as one of the only few sheltered bas...",0,-3,0,0,2,0
Pasir Ris,Pasir Ris Park,nature,10,4.5,7,0,0,0,0,0,0,0,6,0,0,0,"Pasir Ris Town Park, which serves as a wonderful recreational hub for the community. The park centers around a large marine fishing pond, making it an ideal destination for anglers... || This is a beautiful park along the sea shore, accessible from the Pasir Ris MRT Station. There are lots of trees and you can see the occasional ships passing by. There are lots of ... || (Oops. What I meant Pasir ris park.) I love to go out and see the sky with colorful shades of orange and yellow at the dawn in this area. The scenery of this place varies depending...",7,0,0,0,6,0
Pasir Ris,Pasir Ris Wafer Fab Park,education,10,4.3,2,2,2,0,2,0,0,0,1,0,0,0,"My son recently joined the centre, and I am so glad to see how much he enjoys his time there! Initially, he was very resistant to the idea of attending a student care centre and pr... || highly recommend MindSpace at Pasir Ris! The learning environment is wonderful—bright, clean, spacious, and highly conducive to focusing. What truly sets this center apart, though,... || Many parents, including myself, may initially be skeptical about the value MindSpace can provide given its high school fees. I too had reservations, especially considering that the...",0,2,2,0,1,0
Pasir Ris,Pasir Ris Wafer Fab Park,transport,10,4.5,3,0,1,0,4,0,0,1,6,0,0,0,"Pasir Ris Town Park, which serves as a wonderful recreational hub for the community. The park centers around a large marine fishing pond, making it an ideal destination for anglers... || This is a beautiful park along the sea shore, accessible from the Pasir Ris MRT Station. There are lots of trees and you can see the occasional ships passing by. There are lots of ... || (Oops. What I meant Pasir ris park.) I love to go out and see the sky with colorful shades of orange and yellow at the dawn in this area. The scenery of this place varies depending...",3,1,4,-1,6,0
Pasir Ris,Pasir Ris Wafer Fab Park,food,10,4.3,0,3,1,4,5,0,0,0,2,0,2,0,"Decent spot for variety, but not for those craving familiar Pakistani flavours Visited Lau Pa Sat (Lay Pa Sat) recently in Singapore. It’s a lively and iconic hawker centre with pl... || fantastic place to grab some food and/or beer. Famous for the skewers on the street, especially the chicken satay. Plenty of options to choose from, Indian, Arabic, Chinese, Singap... || There's no need to write much about this place; you simply must stop in for a fantastic meal. There are plenty of street food joints offering a variety of Asian cuisines. Everythin...",-3,-3,5,0,2,2
Pasir Ris,Pasir Ris Wafer Fab Park,shopping,10,3.5,1,0,0,2,0,0,0,0,4,0,0,0,"Level B1 : rating 6/10 (NTUC + a few Pharmacies + eateries) Level 1 : rating 5/10 (OCBC Bank, Macdonald, KFC) Level 2 : rating 3/10 (nothing interesting) Level 3 : rating 5/10 (DBS... || My go-to neighbourhood mall whenever I need to get my errands done—super convenient and has pretty much everything I need in one place. I especially love the public library there, ... || The first shopping centre at Pasir Ris .It still holds that familiar charm with many of the old tenants still there. As it is just next to the mrt station, it remains an important ...",1,-2,0,0,4,0
Pasir Ris,Pasir Ris Wafer Fab Park,recreation,10,4.2,0,0,0,4,0,0,0,0,2,0,1,0,"Our Tampines Hub (OTH) continues to be one of the most vibrant community spaces in Singapore. Even on a late weekday evening, the energy here is unmistakable. Here’s a review from ... || I like Purple Panda because the staff are friendly, patient. I haven’t tried their food yet, but I’ve heard good things about it, so I’m looking forward to giving it a try next tim... || Tampines Hub (OTH) is truly an excellent community hub with a wide range of amenities under one roof. From the food court and sports facilities to live performances and a one-stop ...",0,-4,0,0,2,1
Pasir Ris,Pasir Ris Wafer Fab Park,nature,10,4.7,7,0,0,3,0,0,0,0,5,0,0,0,"Quiet, underrated gem in the northeast. Punggol Park has a really chill vibe, especially around the big lake in the middle. Great for evening walks, light jogs, or just sitting dow... || If u are in Hougang / Sengkang area, and wanted a park to stroll or exercise. Try this Punggol Park. Pls note that although it called Punggol Park, it’s actually in end of upper Se... || Actually, It's a Nice and quiet park with a running loop around a pond.The park with a lot of place to rest chair benches. It's shady with huge trees and bird chirping. The place i...",7,-3,0,0,5,0
Pasir Ris,Pasir Ris West,education,10,4.3,2,2,2,0,2,0,0,0,1,0,0,0,"My son recently joined the centre, and I am so glad to see how much he enjoys his time there! Initially, he was very resistant to the idea of attending a student care centre and pr... || highly recommend MindSpace at Pasir Ris! The learning environment is wonderful—bright, clean, spacious, and highly conducive to focusing. What truly sets this center apart, though,... || Many parents, including myself, may initially be skeptical about the value MindSpace can provide given its high school fees. I too had reservations, especially considering that the...",0,2,2,0,1,0
Pasir Ris,Pasir Ris West,transport,10,4.6,1,0,1,1,6,0,0,1,3,0,0,0,"Pasir Panjang Mrt Rating 4.8 Today Sylvia Ang known as Ang Lay Kheng took the Pasir Panjang Mrt Circle line to Serangoon North MRT. The control station was well maintained. The sta... || Very convenient to go walking up Canopy walk, Hot Park and Reflection at Chandu and surrounding nature. || Nice station which is close to a mall making it convinient for people to go to buy food or just shop around. Mrt station is close to a hawker centre making it convinces for user of...",1,0,6,-1,3,0
Pasir Ris,Pasir Ris West,food,10,4.3,1,0,1,1,1,0,0,0,0,0,2,1,"Many stalls are closed or not rented out.. those that stays open have pretty good standard and choice available. The hawker is airy and face a park, it’s windy and very serene in t... || Special mention to the gourmet mixed rice at level 1! Couple running the stall is very generous and nice, food is perfect for my palate (not too oily, spicy or salty)! Feels quite ... || Sad place. Every other stall is up for rent. Some of the stalls with great reviews didn’t survive. At 7.30pm on a Friday night, the place is empty except 1 or 2 stalls with good re...",1,0,1,0,0,1
Pasir Ris,Pasir Ris West,shopping,10,3.5,1,0,0,2,0,0,0,0,4,0,0,0,"Level B1 : rating 6/10 (NTUC + a few Pharmacies + eateries) Level 1 : rating 5/10 (OCBC Bank, Macdonald, KFC) Level 2 : rating 3/10 (nothing interesting) Level 3 : rating 5/10 (DBS... || My go-to neighbourhood mall whenever I need to get my errands done—super convenient and has pretty much everything I need in one place. I especially love the public library there, ... || The first shopping centre at Pasir Ris .It still holds that familiar charm with many of the old tenants still there. As it is just next to the mrt station, it remains an important ...",1,-2,0,0,4,0
Pasir Ris,Pasir Ris West,recreation,10,4.1,0,0,0,3,0,0,0,0,2,0,0,0,"Our Tampines Hub (OTH) continues to be one of the most vibrant community spaces in Singapore. Even on a late weekday evening, the energy here is unmistakable. Here’s a review from ... || I like Purple Panda because the staff are friendly, patient. I haven’t tried their food yet, but I’ve heard good things about it, so I’m looking forward to giving it a try next tim... || Tampines Hub (OTH) is truly an excellent community hub with a wide range of amenities under one roof. From the food court and sports facilities to live performances and a one-stop ...",0,-3,0,0,2,0
Pasir Ris,Pasir Ris West,nature,10,4.5,5,0,0,0,0,0,0,0,4,0,0,0,"The park itself is fine if you don't intend to go onto the other side of the waterway because the number of bridges linking the two sides are few and far apart. I am not sure why i... || Great place for a family walk. Quite a lot of wildlife and nature you can spot here if you look closely. || Nature's serenity and wonder, 😜 if you don't mind just a quiet morning walk or family walk ☺️🍀😎💕👍🏽🌈",5,0,0,0,4,0
Paya Lebar,Airport Road,education,10,3.8,1,0,2,1,0,0,1,0,0,0,0,0,"Even though this library is not as big as Woodlands and Jurong East Regional Libraries, it still carries plenty of books and it’s spacious enough too with plenty of comfortable sea... || My rating: 4/5 What I like in libraries: Books that are available that I originally have on my online To-Be-Read (TBR). Spacious environments. Multiple book genres. I wish that the... || Air quality in this library is really bad. I don’t think it’s suitable for kids/teens. Carpet floor collects so much dust, should be replaced. This is my go to library in my pri sc...",1,1,0,1,0,0
Paya Lebar,Airport Road,transport,10,4.0,0,0,2,3,3,0,1,0,4,0,0,0,Met an extremely helpful young man working at Tai Seng Mrt station by the name of Kai Yong. He spent a fair bit of time explaining to me how to get to my destination due to the und... || I want to compliment a crowd marshal by the name of Ricardo! He is a perfect example of excellent service where he rendered a great help to me just now by giving me an accurate and... || key amenities at taiseng station 1️⃣ lift located after exiting the gantry where it is exit A/C 2️⃣ toilet located after exiting the gantry where it is exit B 3️⃣ ATM (POSB/OCBC) l...,0,-1,3,1,4,0
Paya Lebar,Airport Road,food,10,4.5,0,3,0,5,1,0,0,0,0,0,2,3,"Decent spot for variety, but not for those craving familiar Pakistani flavours Visited Lau Pa Sat (Lay Pa Sat) recently in Singapore. It’s a lively and iconic hawker centre with pl... || fantastic place to grab some food and/or beer. Famous for the skewers on the street, especially the chicken satay. Plenty of options to choose from, Indian, Arabic, Chinese, Singap... || There's no need to write much about this place; you simply must stop in for a fantastic meal. There are plenty of street food joints offering a variety of Asian cuisines. Everythin...",-3,-5,1,0,0,-1
Paya Lebar,Airport Road,shopping,10,4.2,0,0,3,2,2,0,0,0,9,0,0,0,"Located beside Simei MRT station on the EW line, it is a convenient location. Not too far from Changi General Hospital too. Mall has variety of shops - clinic, fashion, Daiso, phon... || ✔️ Review of Hawkers' Street @ Eastpoint Mall Wok Hei Hor Fun (Michelin Bib Gourmand) Location: Hawkers Street, Stall no. 8 3 Simei Street 6, Level 3, Singapore 528833 A popular Si... || Super-close to Simei LRT station, just one stop away from Tampines Central. Around it there are hawkers and food options 😍",0,1,2,0,9,0
Paya Lebar,Airport Road,recreation,10,4.2,0,0,0,1,2,0,0,0,2,0,1,0,"Staff is just ignoring you. Asked for a menu at the bar two times - the lady said “give me a minute” and never came back. And it’s not because they’re super busy - they just don’t ... || Restaurant have several hit and miss cuisines but the most recent visit had me trying the fish and fries. It was really good and affordable. The fish was not overly battered and th... || Singapore Swimming Club has a great selection of Indian food and have always enjoyed the food, especially someone who is very discerning. Having said that, off late the quality of ...",0,-1,2,0,2,1
Paya Lebar,Airport Road,nature,10,4.7,7,0,3,5,3,0,0,0,2,0,0,0,"Beautiful park in the middle of housing estate in Sengkang. Opened area with plenty of space for outdoor activities and picnics. There is a Tenderbest restaurant nearby. Clean and ... || Love this park. Scenic. Bridges. Ponds. Chickens. Parrots. After a jog/walk, hop in to Tenderbest for a cuppa. Bliss. || Big open space. Terrapins roam free (don't feel, I guess and be careful of where you step). Also monitor lizards. Peaceful, air is so clean and fresh. Love the views and the vibes....",7,-2,3,0,2,0
Paya Lebar,Paya Lebar East,education,10,4.7,6,2,1,5,4,0,0,0,2,0,0,0,"Review of ✔️NLB Public Library Tampines Regional at Our Tampines Hub (OTH) 👍 On November 18, 2025, I had the opportunity to visit the large community centre, Our Tampines Hub (OTH)... || Step into a space where curiosity thrives and knowledge knows no bounds. The Tampines Library isn’t just a building of books—it’s an inviting haven designed to spark learning and i... || One of the best libraries in Singapore, hands down. This place is more than just a library it’s a full lifestyle and learning hub. Spread across five levels, the space is huge, mod...",4,-4,4,0,2,0
Paya Lebar,Paya Lebar East,transport,10,4.0,0,0,2,3,3,0,1,0,4,0,0,0,Met an extremely helpful young man working at Tai Seng Mrt station by the name of Kai Yong. He spent a fair bit of time explaining to me how to get to my destination due to the und... || I want to compliment a crowd marshal by the name of Ricardo! He is a perfect example of excellent service where he rendered a great help to me just now by giving me an accurate and... || key amenities at taiseng station 1️⃣ lift located after exiting the gantry where it is exit A/C 2️⃣ toilet located after exiting the gantry where it is exit B 3️⃣ ATM (POSB/OCBC) l...,0,-1,3,1,4,0
Paya Lebar,Paya Lebar East,food,10,4.9,0,0,1,1,5,0,0,0,0,0,0,0,"First time trying A Hot Hideout at Kinex, and I can see why there’s always a long queue whenever I walk past. Finally gave it a try and it didn’t disappoint. Ordering was quite str... || Mala xiang guo restaurant located in 1st floor of kinex mall. Food: Delicious. Had not had a delicious tasting mala xiang guo in a along time. The ingredients don't taste wet and b... || Food was great. Had the mala collagen soup (medium spicy) it was “ma” 麻 and “la” 辣, not jus the overpowering spiciness. Iced tea was also very good. The cost depends on the amount ...",0,0,5,0,0,0
Paya Lebar,Paya Lebar East,shopping,10,4.1,0,0,3,4,3,0,0,0,9,0,0,0,"NEX is a big, convenient mall that’s hard to beat for errands or a casual day out. It’s right by Serangoon MRT and the bus interchange, so getting in and out is easy. Inside, it’s ... || Huge shopping mall connected to Serangoon MRT. Has all outlets that you need for shopping and food. Very accessible. Can get a bit crowded on weekends. || Probably the busiest, most bustling mall in the heartlands. It’s a decent size with a pretty good tenant mix, but word on the street is that the old Isetan spot is being turned int...",0,-1,3,0,9,0
Paya Lebar,Paya Lebar East,recreation,10,4.8,0,0,0,3,0,0,0,0,2,0,0,0,"Great pool with indoor and outdoor options. You could even swim when there is lightning alert. Indoor pool is cool and water is not salty. Toilet is a little run down but it’s ok. || A nice beautiful place ... There is a library... Foods ... Places to sit n relax ... Movie screen to watch movies... 😉 Bedok polyclinic...there is a library inside bedok hub...ther... || This is a large swimming complex and great for kids on the 5th floor. There are 3 pools. One for small kiddies, one intermediate and one advanced. Pool is not heated but good for w...",0,-3,0,0,2,0
Paya Lebar,Paya Lebar East,nature,10,4.6,5,0,1,3,2,0,0,0,4,0,0,0,"Quiet, underrated gem in the northeast. Punggol Park has a really chill vibe, especially around the big lake in the middle. Great for evening walks, light jogs, or just sitting dow... || If u are in Hougang / Sengkang area, and wanted a park to stroll or exercise. Try this Punggol Park. Pls note that although it called Punggol Park, it’s actually in end of upper Se... || Actually, It's a Nice and quiet park with a running loop around a pond.The park with a lot of place to rest chair benches. It's shady with huge trees and bird chirping. The place i...",5,-2,2,0,4,0
Paya Lebar,Paya Lebar North,education,10,4.7,6,2,1,5,4,0,0,0,2,0,0,0,"Review of ✔️NLB Public Library Tampines Regional at Our Tampines Hub (OTH) 👍 On November 18, 2025, I had the opportunity to visit the large community centre, Our Tampines Hub (OTH)... || Step into a space where curiosity thrives and knowledge knows no bounds. The Tampines Library isn’t just a building of books—it’s an inviting haven designed to spark learning and i... || One of the best libraries in Singapore, hands down. This place is more than just a library it’s a full lifestyle and learning hub. Spread across five levels, the space is huge, mod...",4,-4,4,0,2,0
Paya Lebar,Paya Lebar North,transport,10,4.0,0,0,2,3,3,0,1,0,4,0,0,0,Met an extremely helpful young man working at Tai Seng Mrt station by the name of Kai Yong. He spent a fair bit of time explaining to me how to get to my destination due to the und... || I want to compliment a crowd marshal by the name of Ricardo! He is a perfect example of excellent service where he rendered a great help to me just now by giving me an accurate and... || key amenities at taiseng station 1️⃣ lift located after exiting the gantry where it is exit A/C 2️⃣ toilet located after exiting the gantry where it is exit B 3️⃣ ATM (POSB/OCBC) l...,0,-1,3,1,4,0
Paya Lebar,Paya Lebar North,food,10,4.9,0,0,1,1,5,0,0,0,0,0,0,0,"First time trying A Hot Hideout at Kinex, and I can see why there’s always a long queue whenever I walk past. Finally gave it a try and it didn’t disappoint. Ordering was quite str... || Mala xiang guo restaurant located in 1st floor of kinex mall. Food: Delicious. Had not had a delicious tasting mala xiang guo in a along time. The ingredients don't taste wet and b... || Food was great. Had the mala collagen soup (medium spicy) it was “ma” 麻 and “la” 辣, not jus the overpowering spiciness. Iced tea was also very good. The cost depends on the amount ...",0,0,5,0,0,0
Paya Lebar,Paya Lebar North,shopping,10,4.8,0,0,0,0,1,0,0,0,6,0,0,1,"PLQ Mall – The Standout Mall of the Paya Lebar Area 10 Paya Lebar Road, Singapore 409057 Having spent considerable time in the Paya Lebar area across multiple Singapore visits, PLQ... || A mall that provides wide variety of food choices. Big outdoor space between buildings can be use for event, temporary pop up for different seasons. A very lively mall. || PLQ Mall is a vibrant and convenient shopping destination designed by DP Architects. The mall offers a great mix of shops, restaurants, and cafes, with modern, well-thought-out spa...",0,0,1,0,6,-1
Paya Lebar,Paya Lebar North,recreation,10,4.8,0,0,0,3,0,0,0,0,2,0,0,0,"Great pool with indoor and outdoor options. You could even swim when there is lightning alert. Indoor pool is cool and water is not salty. Toilet is a little run down but it’s ok. || A nice beautiful place ... There is a library... Foods ... Places to sit n relax ... Movie screen to watch movies... 😉 Bedok polyclinic...there is a library inside bedok hub...ther... || This is a large swimming complex and great for kids on the 5th floor. There are 3 pools. One for small kiddies, one intermediate and one advanced. Pool is not heated but good for w...",0,-3,0,0,2,0
Paya Lebar,Paya Lebar North,nature,10,4.8,5,0,2,4,9,0,0,0,5,0,0,0,"East Coast area and wanted to share my thoughts on East Coast Park. It remains one of the best-maintained spaces in Singapore, and its extensive connectivity to other parks makes i... || East Coast Park is one of the best and most well-maintained parks in Singapore. It is a very big park and is beautifully connected to other parks across Singapore, making it perfec... || Nice place to walk, enjoy the sea breeze. Or one can enjoy coffee/drinks at one of the restaurant or cafe or even hawker centre. Cycling or inline blading can let u exercise and he...",5,-2,9,0,5,0
Paya Lebar,Paya Lebar West,education,10,4.7,6,2,1,5,4,0,0,0,2,0,0,0,"Review of ✔️NLB Public Library Tampines Regional at Our Tampines Hub (OTH) 👍 On November 18, 2025, I had the opportunity to visit the large community centre, Our Tampines Hub (OTH)... || Step into a space where curiosity thrives and knowledge knows no bounds. The Tampines Library isn’t just a building of books—it’s an inviting haven designed to spark learning and i... || One of the best libraries in Singapore, hands down. This place is more than just a library it’s a full lifestyle and learning hub. Spread across five levels, the space is huge, mod...",4,-4,4,0,2,0
Paya Lebar,Paya Lebar West,transport,10,4.0,0,0,2,3,3,0,1,0,4,0,0,0,Met an extremely helpful young man working at Tai Seng Mrt station by the name of Kai Yong. He spent a fair bit of time explaining to me how to get to my destination due to the und... || I want to compliment a crowd marshal by the name of Ricardo! He is a perfect example of excellent service where he rendered a great help to me just now by giving me an accurate and... || key amenities at taiseng station 1️⃣ lift located after exiting the gantry where it is exit A/C 2️⃣ toilet located after exiting the gantry where it is exit B 3️⃣ ATM (POSB/OCBC) l...,0,-1,3,1,4,0
Paya Lebar,Paya Lebar West,food,10,4.9,0,0,1,1,5,0,0,0,0,0,0,0,"First time trying A Hot Hideout at Kinex, and I can see why there’s always a long queue whenever I walk past. Finally gave it a try and it didn’t disappoint. Ordering was quite str... || Mala xiang guo restaurant located in 1st floor of kinex mall. Food: Delicious. Had not had a delicious tasting mala xiang guo in a along time. The ingredients don't taste wet and b... || Food was great. Had the mala collagen soup (medium spicy) it was “ma” 麻 and “la” 辣, not jus the overpowering spiciness. Iced tea was also very good. The cost depends on the amount ...",0,0,5,0,0,0
Paya Lebar,Paya Lebar West,shopping,10,4.2,0,0,0,5,1,0,0,0,7,0,1,0,"Bedok Mall is well located beside Bedok MRT, Bedok Bus Interchange and the famous Bedok Interchange Hawker Center. Many commuters usually like to drop by the Bedok Mall for essenti... || It's a huge mall with many varieties of shops. It's crowded and lively! It's located just beside Bedok MRT station. Recommended! || Very biggest mall BEDOK interchange and BEDOK MRT are in this place Nice logo design which is attractive Good to have evening time You can play corndor nearby. You can find the pic...",0,-5,1,0,7,1
Paya Lebar,Paya Lebar West,recreation,10,4.2,0,0,1,4,1,0,0,0,4,0,2,0,"Our Tampines Hub (OTH) continues to be one of the most vibrant community spaces in Singapore. Even on a late weekday evening, the energy here is unmistakable. Here’s a review from ... || I like Purple Panda because the staff are friendly, patient. I haven’t tried their food yet, but I’ve heard good things about it, so I’m looking forward to giving it a try next tim... || Tampines Hub (OTH) is truly an excellent community hub with a wide range of amenities under one roof. From the food court and sports facilities to live performances and a one-stop ...",0,-3,1,0,4,2
Paya Lebar,Paya Lebar West,nature,10,4.6,5,0,1,3,2,0,0,0,4,0,0,0,"Quiet, underrated gem in the northeast. Punggol Park has a really chill vibe, especially around the big lake in the middle. Great for evening walks, light jogs, or just sitting dow... || If u are in Hougang / Sengkang area, and wanted a park to stroll or exercise. Try this Punggol Park. Pls note that although it called Punggol Park, it’s actually in end of upper Se... || Actually, It's a Nice and quiet park with a running loop around a pond.The park with a lot of place to rest chair benches. It's shady with huge trees and bird chirping. The place i...",5,-2,2,0,4,0
Paya Lebar,Plab,education,10,3.8,1,0,2,1,0,0,1,0,0,0,0,0,"Even though this library is not as big as Woodlands and Jurong East Regional Libraries, it still carries plenty of books and it’s spacious enough too with plenty of comfortable sea... || My rating: 4/5 What I like in libraries: Books that are available that I originally have on my online To-Be-Read (TBR). Spacious environments. Multiple book genres. I wish that the... || Air quality in this library is really bad. I don’t think it’s suitable for kids/teens. Carpet floor collects so much dust, should be replaced. This is my go to library in my pri sc...",1,1,0,1,0,0
Paya Lebar,Plab,transport,10,4.0,0,0,2,3,3,0,1,0,4,0,0,0,Met an extremely helpful young man working at Tai Seng Mrt station by the name of Kai Yong. He spent a fair bit of time explaining to me how to get to my destination due to the und... || I want to compliment a crowd marshal by the name of Ricardo! He is a perfect example of excellent service where he rendered a great help to me just now by giving me an accurate and... || key amenities at taiseng station 1️⃣ lift located after exiting the gantry where it is exit A/C 2️⃣ toilet located after exiting the gantry where it is exit B 3️⃣ ATM (POSB/OCBC) l...,0,-1,3,1,4,0
Paya Lebar,Plab,food,10,4.8,1,3,0,7,0,0,0,0,0,0,3,0,"Decent spot for variety, but not for those craving familiar Pakistani flavours Visited Lau Pa Sat (Lay Pa Sat) recently in Singapore. It’s a lively and iconic hawker centre with pl... || fantastic place to grab some food and/or beer. Famous for the skewers on the street, especially the chicken satay. Plenty of options to choose from, Indian, Arabic, Chinese, Singap... || There's no need to write much about this place; you simply must stop in for a fantastic meal. There are plenty of street food joints offering a variety of Asian cuisines. Everythin...",-2,-7,0,0,0,3
